503,503,2094122,3,0,6,0,842,999,#999999,999,999,999,0,0
513,513,210886,1,4,2,0,2753,999,#999999,999,999,999,0,0
517,517,215830,1,0,2,0,2056,999,#999999,999,999,999,0,0
521,521,222688,0,1,7,1,16348,163.335,#990066,0.796,6.1225,7.69158291,0,0
527,527,224118,1,4,3,0,6806,999,#999999,999,999,999,0,0
535,535,226586,0,1,6,1,11107,666,#FFFFFF,0.33282578,8.011,24.0696499,0,0
538,538,232840,0,1,4,1,18390,4.9,#FF1F00,0.600529529,4.88433333,8.13337746,0,0
541,541,2387,0,0,3,1,9984,999,#999999,999,999,999,0,0
552,552,2469046,1,0,5,0,3211,999,#999999,999,999,999,0,0
556,556,2474502,0,0,7,1,11629,999,#999999,999,999,999,0,0
558,558,2482610,0,0,5,1,8032,999,#999999,999,999,999,0,0
562,562,2490246,3,0,5,0,2432,999,#999999,999,999,999,0,0
600,600,276218,3,0,4,0,586,999,#999999,999,999,999,0,0
607,607,277545,1,4,4,0,5216,999,#999999,999,999,999,0,0
618,618,284616,3,0,3,0,896,999,#999999,999,999,999,0,0
629,629,2849036,0,0,5,1,1400,999,#999999,999,999,999,0,0
631,631,284979,0,1,1,1,18108,68.6155777,#7AFF00,999,999,999,0,0
637,637,2854544,0,0,5,1,8425,999,#999999,999,999,999,0,0
643,643,2855234,0,0,4,1,11203,999,#999999,999,999,999,0,0
644,644,2855328,0,1,5,1,13852,666,#FFFFFF,0.463447744,5.696,12.2904903,0,0
654,654,289880,3,0,7,0,821,999,#999999,999,999,999,0,0
655,655,289961,0,0,3,1,10900,999,#999999,999,999,999,0,0
658,658,291013,3,0,7,0,3913,999,#999999,999,999,999,0,0
659,659,291169,3,0,7,0,768,999,#999999,999,999,999,0,0
664,664,292090,0,0,7,1,9425,999,#999999,999,999,999,0,0
665,665,292356,3,0,2,0,844,999,#999999,999,999,999,0,0
666,666,292428,0,0,6,1,12592,999,#999999,999,999,999,0,0
669,669,2935920,3,0,6,0,1654,999,#999999,999,999,999,0,0
672,672,2936136,3,0,1,0,541,999,#999999,999,999,999,0,0
675,675,2936482,1,5,1,0,3916,101.1285,#00C23D,0.402037724,4.75375,11.8241392,0,0
677,677,2936694,3,0,3,0,906,999,#999999,999,999,999,0,0
678,678,2936790,0,0,6,1,16641,999,#999999,999,999,999,0,0
681,681,29376,0,1,7,1,11308,161.487199,#8F0070,0.087,5.082,58.4137931,0,0
682,682,2937744,1,5,7,0,2856,78.5645519,#47FF00,0.63480755,5.0048125,7.88398389,0,0
687,687,2939064,3,0,7,0,529,999,#999999,999,999,999,0,0
695,695,294757,0,0,3,1,9233,999,#999999,999,999,999,0,0
696,696,2948128,3,0,7,0,3513,999,#999999,999,999,999,0,0
697,697,2949878,0,1,7,1,16728,68.2435,#7AFF00,0.56,2.696,4.81428571,0,0
712,712,3029780,0,0,7,1,4723,999,#999999,999,999,999,0,0
713,713,3030158,3,0,7,0,2355,999,#999999,999,999,999,0,0
719,719,3050908,0,0,4,1,16243,999,#999999,999,999,999,0,0
720,720,3077390,0,0,6,1,10296,999,#999999,999,999,999,0,0
721,721,310503,0,0,6,1,15064,999,#999999,999,999,999,0,0
730,730,314,0,1,5,1,11539,169.172,#B80047,999,999,999,0,0
736,736,319228,0,0,6,1,10282,999,#999999,999,999,999,0,0
738,738,320134,0,1,2,1,10703,666,#FFFFFF,0.33830903,8.061,23.8273273,0,0
739,739,320340,0,1,7,1,13525,128.526,#0029D6,0.589876258,5.054,8.56789866,0,0
743,743,323510,0,1,4,1,6043,25.7122566,#FF8F00,999,999,999,0,0
746,746,324847,0,1,6,1,17140,65.9497146,#8FFF00,0.482627063,5.15033333,10.6714557,0,0
747,747,324905,0,1,1,1,14886,60.5952815,#ADFF00,0.796,5.021,6.30778894,0,0
748,748,325123,0,1,4,1,18614,8.74078846,#FF3300,999,999,999,0,0
750,750,325419,0,1,2,1,11449,666,#FFFFFF,0.339838197,6.758,19.8859341,0,0
752,752,326139,0,1,7,1,13346,61.7341637,#A3FF00,0.0836616883,4.99766667,59.7366222,0,0
821,821,3423882,3,0,4,0,2270,999,#999999,999,999,999,0,0
825,825,3429944,3,0,5,0,2275,999,#999999,999,999,999,0,0
835,835,3431246,3,0,1,0,1013,999,#999999,999,999,999,0,0
842,842,3433090,0,0,4,1,16377,999,#999999,999,999,999,0,0
881,881,3444522,1,4,5,0,855,999,#999999,999,999,999,0,0
896,896,3446282,0,0,7,1,8131,999,#999999,999,999,999,0,0
904,904,3447276,3,0,7,0,700,999,#999999,999,999,999,0,0
908,908,3447738,0,0,7,1,14499,999,#999999,999,999,999,0,0
933,933,3490042,1,4,5,0,3797,999,#999999,999,999,999,0,0
979,979,3558992,0,0,2,1,10583,999,#999999,999,999,999,0,0
990,990,3580974,3,0,2,0,802,999,#999999,999,999,999,0,0
1019,1019,3608846,3,0,6,0,2032,999,#999999,999,999,999,0,0
1035,1035,38321,0,1,2,1,15112,92.5244105,#00F50A,0.311194473,2.671,8.58305732,0,0
1037,1037,4433060,3,0,4,0,698,999,#999999,999,999,999,0,0
1052,1052,4510220,0,1,5,1,10565,4.338,#FF1400,0.389,3.833,9.85347044,0,0
1075,1075,464987,3,0,5,0,3615,999,#999999,999,999,999,0,0
1076,1076,465025,3,0,5,0,840,999,#999999,999,999,999,0,0
1121,1121,4769680,3,0,6,0,800,999,#999999,999,999,999,0,0
1187,1187,505815,0,0,7,1,10628,999,#999999,999,999,999,0,0
1189,1189,506815,3,0,3,0,1378,999,#999999,999,999,999,0,0
1191,1191,507698,3,0,3,0,1353,999,#999999,999,999,999,0,0
1192,1192,507991,1,4,7,0,2939,999,#999999,999,999,999,0,0
1201,1201,512559,1,4,7,0,1087,999,#999999,999,999,999,0,0
1205,1205,514110,0,0,7,1,807,999,#999999,999,999,999,0,0
1210,1210,517667,3,0,7,0,903,999,#999999,999,999,999,0,0
1217,1217,520021,0,1,1,1,11848,666,#FFFFFF,0.329079707,5.1205,15.56006,0,0
1220,1220,520267,0,1,7,1,13088,666,#FFFFFF,0.536385444,6.5105,12.1377268,0,0
1222,1222,520646,0,1,1,1,14336,666,#FFFFFF,0.794333333,5.428,6.83340327,0,0
1229,1229,53858,0,1,1,1,14705,80.2208066,#3DFF00,0.321880916,4.3265,13.4413063,0,0
1231,1231,539388,0,0,4,1,9906,999,#999999,999,999,999,0,0
1236,1236,541465,3,0,4,0,2208,999,#999999,999,999,999,0,0
1238,1238,541765,3,0,6,0,2325,999,#999999,999,999,999,0,0
1239,1239,541988,0,0,5,1,10782,999,#999999,999,999,999,0,0
1241,1241,542527,3,0,4,0,902,999,#999999,999,999,999,0,0
1243,1243,543754,1,4,4,0,4969,999,#999999,999,999,999,0,0
1244,1244,544799,3,0,1,0,1983,999,#999999,999,999,999,0,0
1248,1248,547167,1,4,6,0,4140,999,#999999,999,999,999,0,0
1251,1251,549207,0,0,4,1,10728,999,#999999,999,999,999,0,0
1258,1258,552141,0,1,4,1,15586,1.11076285,#FF0A00,999,999,999,0,0
1259,1259,682616,3,0,7,0,698,999,#999999,999,999,999,0,0
1264,1264,687648,0,0,7,1,9036,999,#999999,999,999,999,0,0
1266,1266,688232,3,0,2,0,1472,999,#999999,999,999,999,0,0
1270,1270,689758,0,1,1,1,9402,666,#FFFFFF,0.551855042,6.486,11.7530864,0,0
1276,1276,693886,0,0,3,1,26103,999,#999999,999,999,999,0,0
1284,1284,695076,3,0,1,0,485,999,#999999,999,999,999,0,0
1286,1286,696332,3,0,1,0,1350,999,#999999,999,999,999,0,0
1287,1287,72324,0,1,1,1,15499,57.8205,#B8FF00,999,999,999,0,0
1288,1288,74410,0,1,4,1,18273,666,#FFFFFF,0.354,2.981,8.42090395,0,0
1289,1289,764261,3,0,1,0,358,999,#999999,999,999,999,0,0
1292,1292,782582,1,5,3,0,6127,74.5102445,#5CFF00,0.367112466,3.9715625,10.8183809,0,0
1293,1293,785140,1,0,7,0,1346,999,#999999,999,999,999,0,0
1299,1299,799958,0,0,6,1,10456,999,#999999,999,999,999,0,0
1300,1300,853850,3,0,2,0,579,999,#999999,999,999,999,0,0
1302,1302,863746,1,4,1,0,4623,999,#999999,999,999,999,0,0
1304,1304,864960,0,0,1,1,7354,999,#999999,999,999,999,0,0
1311,1311,886796,3,0,4,0,1124,999,#999999,999,999,999,0,0
1313,1313,887024,1,4,4,0,1320,999,#999999,999,999,999,0,0
1315,1315,887214,0,0,4,1,9803,999,#999999,999,999,999,0,0
1319,1319,887610,0,1,7,1,10417,666,#FFFFFF,0.330720426,8,24.1896157,0,0
1324,1324,888054,0,1,2,1,10240,666,#FFFFFF,0.635860465,4.703,7.3962768,0,0
1325,1325,888168,3,0,3,0,789,999,#999999,999,999,999,0,0
1326,1326,888238,3,0,3,0,856,999,#999999,999,999,999,0,0
1329,1329,91013,0,1,6,1,12677,7.93787117,#FF2900,0.4995,4.9965,10.003003,0,0
1332,1332,922922,0,1,7,1,11663,83.757,#29FF00,0.518501928,4.54333333,8.76242323,0,0
1333,1333,923016,0,0,7,1,9339,999,#999999,999,999,999,0,0
1335,1335,923242,0,1,4,1,18028,666,#FFFFFF,0.465,1.971,4.23870968,0,0
1344,1344,924116,0,1,5,1,15294,6.92303377,#FF2900,0.300494946,6.96466667,23.1773171,0,0
1348,1348,92504,0,0,7,1,11769,999,#999999,999,999,999,0,0
1354,1354,934314,0,0,6,1,11432,999,#999999,999,999,999,0,0
1355,1355,934354,1,4,6,0,5305,999,#999999,999,999,999,0,0
1361,1361,94006,0,1,6,1,13370,666,#FFFFFF,0.312617978,6.841,21.8829386,0,0
1363,1363,950868,0,1,3,1,16282,666,#FFFFFF,0.796,4.984,6.26130653,0,0
1367,1367,951990,0,1,5,1,14943,39.175,#FFE000,0.383,7.172,18.7258486,0,0
1374,1374,9586,0,1,2,1,9988,89.8328147,#0AFF00,0.488659574,3.89733333,7.97555915,0,0
